code_etab;nom_etab;telephone;e_mail;nom_proprio;nom_directeur;code_type_affiliation;type_affiliation;nif;foko_etab
503070006;EPP AMBONIVOHITRA;034 71 314 88;;;;;;;5030704
503070007;EPP AMPAHATRA;034 51 922 40;;;;;;;5030705
503070008;EPP AMPAMOHALAMBO;034 02 968 42;;;;;;;5032101
503070009;EPP AMPANDRIANOSY;034 27 961 37;;;;;;;5030706
503070010;EPP MAHASOA;034 21 362 82;;;;;;;5030707
503070016;EPP ANTANJONA;034 02 660 48;;;;;;;5030706
503080002;EPP AMBODIFIAKARANA;034 47 700 25;;;;;;;5030801
503080004;ECOLE COMMUNAUTAIRE ANDASIBE;034 93 874 89;;;;;;;5030805
503080005;ECOLE COMMUNAUTAIRE ANDRANOMADIO;034 75 685 25;;;;;;;5030808
503080006;ECOLE COMMUNAUTAIRE ANTSAHANILAMBA;034 88 612 52;;;;;;;5030812
503080008;EPP BEZOZORO;034 45 368 03;;;;;;;5030814
503080009;EPP MANANKAMBAHINIKELY;034 40 622 05;;;;;;;5030806
503080010;ECOLE COMMUNAUTAIRE MANGALAHALA;034 92 270 70;;;;;;;5030806
503080011;EPP AMBODINONOKA;034 79 972 39;;;;;;;5030802
503080012;EPP AMBOHIMASINA;034 45 107 25;atobyveronique@gmail.com;;;;;;5030803
503080013;EPP AMBOHIMIARINA;034 92 248 29;lalatianaatoby2503@gmail.com;;;;;;5030804
503080014;EPP ANDILANATOBY;034 40 586 48;;;;;;;5030806
503080015;EPP ANDRANOKOBAKA;;;;;;;;5030807
503080016;EPP ANKASINA;034 33 438 73;;;;;;;5030809
503080017;EPP ANTSAMPANIMAHAZO;034 74 027 18;;;;;;;5030810
503080018;EPP FIERENANA;034 51 991 85;;;;;;;5030811
503080019;EPP MANGATANY;;;;;;;;5030812
503080020;EPP RANOFOTSY;;;;;;;;5030813
503080021;EPP SAHANIDINGANA;034 36 257 35;;;;;;;5030814
503080022;ECOLE COMMUNAUTAIRE MORARANO;034 99 309 33;;;;;;;5030808
503080024;ECOLE COMMUNAUTAIRE ANKANOITRA;034 85 476 80;;;;;;;5030814
503080028;ECOLE COMMUNAUTAIRE ANTANIMIETRY;034 14 553 19;;;;;;;5030806
503080030;ECOLE COMMUNAUTAIRE AMBARINAKANGA;034 90 420 20;ninaatoby2503@gmail.com;;;;;;5030803
503080032;ECOLE COMMUNAUTAIRE AMBOHIMANATRIKA;034 43 607 75;;;;;;;5030812
503080033;ECOLE COMMUNAUTAIRE AMBODIMANGA;034 45 136 62;;;;;;;5030812
503080034;ECOLE COMMUNAUTAIRE ANDRANOLAVA;034 46 336 44;;;;;;;5030812
503080035;ECOLE COMMUNAUTAIRE ANKAZOTSARAVOLO;034 47 046 33;;;;;;;5030804
503090002;EPP ANDROMBA;;;;;;;;5030904
503090003;EPP AMBOHITROMBY;034 86 831 38;;;;;;;5030902
503090004;EPP AMPANANGANANA-EST;034 60 074 41;;;;;;;5030903
503090006;EPP AMBATOMAFANA;034 90 176 31;;;;;;;5030904
503100001;EPP AMBAVATAFONDRO;034 82 385 90;;;;;;;5031007
503100002;EPP AMBONGABE;034 46 157 71;;;;;;;5031003
503100003;ECOLE COMMUNAUTAIRE ANKORAKA;034 09 955 10;;;;;;;5031006
503100004;EPP ANKOSY;;;;;;;;5031004
503100005;EPP ANTENDRORANO;034 07 070 68;;;;;;;5031001
503100006;EPP ANTENINA;034 33 894 61;;;;;;;5031004
503100008;EPP AMBOASARIMASINA;034 69 559 50;;;;;;;5031602
503100009;EPP AMBODIAMPALY;034 74 567 13;;;;;;;5031001
503100010;EPP AMBODIROTRA;034 53 507 06;;;;;;;5031002
503100011;EPP AMBOHITRAMPIRANA;034 01 378 27;;;;;;;5031605
503100015;EPP ANKASINA;034 52 523 42;;;;;;;5031607
503100016;EPP ANTANANDAVA;;;;;;;;5031004
503100017;EPP ANTSIRABE;034 43 932 37;;;;;;;5031005
503100018;EPP BEKATSAKA;034 50 689 44;;;;;;;5031006
503100019;EPP MANAMBATO;;;;;;;;5031007
503100022;ECOLE COMMUNAUTAIRE ANAMBORANO;034 90 229 12;;;;;;;5031004
503100023;EPP ANALAMIAKATRA;034 33 438 29;;;;;;;5031004
503100024;ECOLE COMMUNAUTAIRE ANTSIRADAVA;034 01 754 08;;;;;;;5031003
503100025;ECOLE COMMUNAUTAIRE AMBALATENINA;034 15 331 71;;;;;;;5031005
503100026;ECOLE COMMUNAUTAIRE AMBODIPAISO;034 75 533 25;;;;;;;5031002
503100027;ECOLE COMMUNAUTAIRE SAZORIANA;034 02 716 89;;;;;;;5031002
503100028;ECOLE COMMUNAUTAIRE SOAVINA;034 88 624 79;;;;;;;5031005
503110001;EPP AMPARATSIRAKA;034 47 566 95;;;;;;;5031101
503110002;EPP ANTSANGASANGA;034 52 363 73;;;;;;;5031102
503110003;EPP TSARASOKITRA;034 55 661 31;;;;;;;5031104
503120002;ECOLE COMMUNAUTAIRE ANKAZOTSARAVOLO;;;;;;;;5031201
503120003;ECOLE COMMUNAUTAIRE BEMATSATSO;;;;;;;;5031201
503120004;EPP AMBODIAVIAVY;;;;;;;;5031201
503120005;EPP AMBOHITRANDRIANA;;;;;;;;5031202
503120006;EPP ANANDROBE;;;;;;;;5031203
503120007;EPP BEJOFO;;;;;;;;5031204
503120008;EPP BETAMBAKO;034 80 748 74;;;;;;;5031204
503120009;EPP FIADANANA;034 29 641 79;;;;;;;5031206
503120010;EPP MANGARIVOTRA;034 85 475 06;;;;;;;5031203
503120011;EPP TSINJOARIVO;034 69 801 64;;;;;;;5031207
503120017;ECOLE COMMUNAUTAIRE AMBOHIPENO;034 46 772 22;;;;;;;5031201
503120018;ECOLE COMMUNAUTAIRE AMBOHIMANDROSO;034 52 199 00;;;;;;;5031204
503130002;EPP AMBOHIMANARINA;033 79 971 06;;;;;;;5031304
503130003;EPP AMBOHITRANIVO;034 65 620 43;;;;;;;5031307
503130005;ECOLE COMMUNAUTAIRE ANDAKAZERA;034 67 420 56;;;;;;;5031306
503130006;EPP ANDROMBA;033 18 119 49;;;;;;;5031312
503130007;EPP ANJOZOROBE;034 78 495 08;;;;;;;5031305
503130008;EPP ANTANIFOTSY;033 15 038 06;;;;;;;5031308
503130009;ECOLE COMMUNAUTAIRE BEFANIHY;033 06 486 13;;;;;;;5031312
503130010;ECOLE COMMUNAUTAIRE BEMAINTY;034 26 676 55;;;;;;;5031306
503130011;EPP KARMELA;033 40 605 15;;;;;;;5031305
503130012;EPP MANARINTSOA;034 17 880 76;lalanirinadidi1503@gmail.com;;;;;;5031311
503130013;ECOLE COMMUNAUTAIRE RANOMAINTY;033 76 862 75;;;;;;;5031308
503130014;EPP SAHABEVARY;034 68 933 54;;;;;;;5031304
503130015;ECOLE COMMUNAUTAIRE SAHATALELAKA;033 09 451 59;;;;;;;5031312
503130016;EPP SAHATELO;034 35 795 70;;;;;;;5031307
503130017;EPP AMBOARABE;034 01 511 40;;;;;;;5031301
503130018;EPP AMBOHIBE;033 01 689 80;;;;;;;5031308
503130019;EPP AMBOHIDAVA;033 40 674 52;;;;;;;5031313
503130020;EPP AMBOHIJANAHARY;034 19 007 76;;;;;;;5031303
503130021;EPP AMBOHIMADERA;033 75 064 02;;;;;;;5031304
503130022;EPP AMBOHIMANARIVO;034 53 218 23;;;;;;;5031302
503130023;EPP AMBOHIMANGA;033 61 825 73;;;;;;;5031304
503130024;EPP AMBOHIMANJAKA;033 01 271 72;;;;;;;5031305
503130025;EPP ANTSEVABE;034 75 497 32;;;;;;;5031306
503130026;EPP BEDABO;034 62 996 68;;;;;;;5031307
503130027;EPP FENOARIVO;033 45 320 72;;;;;;;5031308
503130028;EPP MANAKAMBAHINIKELY;034 80 573 51;;;;;;;5031310
503130029;EPP MORATELO;034 90 130 73;;;;;;;5031309
503130030;EPP NANOLORANA;033 79 482 14;falinirinadidi2503@gmail.com;;;;;;5031304
503130031;EPP SAHAFASEHINA;034 97 953 56;;;;;;;5031311
503130032;EPP SAMBIAMANDRY;034 61 235 96;;;;;;;5031304
503130033;EPP TSARATAMPONA;033 19 699 43;;;;;;;5031312
503130034;EPP VOHIDRAZANA;034 32 931 24;;;;;;;5031313
503130038;EPP AMBODIHASINA;033 40 731 64;;;;;;;5031304
503130039;ECOLE COMMUNAUTAIRE AMBODIVATO;034 12 508 22;;;;;;;5031306
503130040;EPP SAROMANDOTRA;034 58 648 35;;;;;;;5031303
503130041;ECOLE COMMUNAUTAIRE TOLONGOINA;034 06 638 60;;;;;;;5031303
503130043;ECOLE COMMUNAUTAIRE BEMANDROSO;;;;;;;;5031310
503130048;EPP AMBOHIMANINA;033 21 054 62;;;;;;;5031304
503130054;ECOLE COMMUNAUTAIRE AMBODIFANY;034 43 577 78;;;;;;;5031303
503130057;EPP ANDRANOLAVA;033 04 803 14;;;;;;;5031308
503130058;EPP MORAFENO;033 07 352 51;;;;;;;5031308
503130059;ECOLE COMMUNAUTAIRE AMBODIKINININA;033 18 929 10;;;;;;;5031305
503130060;ECOLE COMMUNAUTAIRE ANKAIAFO;034 10 014 02;;;;;;;5031311
503130061;ECOLE COMMUNAUTAIRE D' AMBODIVOAHANGY;033 40 439 59;;;;;;;5031308
503130062;ECOLE COMMUNAUTAIRE ANTANAMBAOVAO;033 21 632 55;;;;;;;5031304
503130063;EPP AMBODIMANGA;034 69 683 50;;;;;;;5031303
503130066;ECOLE COMMUNAUTAIRE AMBOHITAVOLO;034 89 756 37;;;;;;;5031303
503130068;ECOLE COMMUNAUTAIRE SAHAVOLO;034 64 467 97;;;;;;;5031313
503130070;ECOLE COMMUNAUTAIRE AMPANTO;033 11 285 51;;;;;;;5031308
503140002;ECOLE COMMUNAUTAIRE ANDILAMBE;034 16 470 80;;;;;;;5031404
503140003;ECOLE COMMUNAUTAIRE BEJABORA;034 44 722 28;;;;;;;5031408
503140004;ECOLE COMMUNAUTAIRE RANOMAINTY;034 72 742 51;;;;;;;5031408
503140005;EPP VODIVATO;034 80 466 56;;;;;;;5031408
503140006;EPP AMBANDRIKA;034 93 399 16;;;;;;;5030101
503140007;EPP AMBARARATA;034 21 968 37;;;;;;;5031401
503140008;EPP AMBOHIMANARIVO;034 09 302 31;;;;;;;5031402
503140009;EPP ANTOKAZO;;;;;;;;5031405
503140010;EPP FERAMANGA NORD;032 52 700 64;;;;;;;5031409
503140011;EPP MANGALAZA;034 18 874 70;;;;;;;5031410
503140013;EPP AMBOHIBAO;;;;;;;;5031405
503140015;ECOLE COMMUNAUTAIRE ANKODIMARINA;034 02 825 57;;;;;;;5031405
503140016;ECOLE COMMUNAUTAIRE BEFIHITRA;034 66 076 08;;;;;;;5031404
503140017;EPP AVARADRANO;034 08 633 04;;;;;;;5031406
503150002;EPP AMBOARAHAMBANA;034 90 203 90;;;;;;;5031504
503150003;ECOLE COMMUNAUTAIRE BEHENA;034 37 628 71;;;;;;;5031509
503150004;ECOLE COMMUNAUTAIRE BEJABORA;034 37 624 12;;;;;;;5031507
503150005;EPP AMBOHIMASINA;034 21 065 22;;;;;;;5031501
503150006;EPP AMPARIHITODY;034 21 767 11;;;;;;;5031502
503150007;EPP ANKAZOTSARAVOLO;034 47 557 49;;;;;;;5031503
503150008;EPP ANTANANDAVA;034 22 526 59;;;;;;;5031504
503150009;EPP ANTANIFOTSY BEVAVA;034 13 558 59;;;;;;;5031505
503150010;EPP FERAMANGA-SUD;034 52 524 51;;;;;;;5032104
503150011;EPP ILAFY;;;;;;;;5031506
503150012;EPP MAHATSARA;034 25 323 54;;;;;;;5031507
503150013;EPP MANGABE;034 40 586 78;;;;;;;5031508
503150014;EPP MANJAKATSIAHOATRA;;;;;;;;5031509
503150015;EPP MARIANINA;034 17 798 76;;;;;;;5032105
503150019;ECOLE COMMUNAUTAIRE AMBOHIBARY;;;;;;;;5031508
503160002;EPP AMBANIALA;034 50 104 04;;;;;;;5031601
503160003;EPP AMBODINONOKA;034 10 292 05;;;;;;;5031603
503160004;EPP AMBOHIJANAHARIKELY;034 52 630 53;;;;;;;5031604
503160005;EPP ANTANIFOTSY;034 93 623 97;;;;;;;5031608
503160006;EPP IMERIMANDROSO;034 93 259 03;;;;;;;5031609
503160007;EPP MAROVATO;034 69 089 95;;;;;;;5031610
503160008;EPP TSARAHONENANA;034 18 197 37;;;;;;;5031611
503160009;EPP VOHITSIVALANA;034 16 157 40;;;;;;;5031612
503160010;EPP VOHITSOA;034 16 668 88;;;;;;;5031613
503170001;EPP ANDAPABE;034 08 317 51;;;;;;;5031702
503170002;EPP ANDRANOMALAZA SUD;034 90 562 47;;;;;;;5031703
503170003;ECOLE COMMUNAUTAIRE MORAFENO;034 38 939 74;;;;;;;5031702
503170004;EPP NONOKAMBO;034 12 306 20;;;;;;;5031707
503170005;EPP RINDRIMBOLO;034 48 738 34;;;;;;;5031702
503170006;ECOLE COMMUNAUTAIRE SAHASOMANGA;034 54 157 84;;;;;;;5031707
503170007;ECOLE COMMUNAUTAIRE VARAINA;034 69 820 28;;;;;;;5031707
503170008;EPP AMPANOVOKOKA;034 65 438 22;;;;;;;5031706
503170009;EPP ANALAVORY;034 48 009 20;;;;;;;5031701
503170010;EPP ANDEMANDEMAKA;034 93 254 21;;;;;;;5031702
503170011;EPP ANDRANOMALAZA;034 62 975 82;mamymest503@gmail.com;;;;;;5031703
503170012;EPP ANDRORANGABE;034 26 891 30;;;;;;;5031707
503170013;EPP ANOSIVOLA;034 17 701 18;;;;;;;5031704
503170014;EPP ANTOKAZO;034 67 585 17;;;;;;;5031705
503170015;EPP MANAKAMBAHINY EST;034 39 069 99;;;;;;;5031706
503170016;EPP SAHAMALAZA;034 89 480 25;;;;;;;5031707
503170019;EPP AMBOHIMIARINA;034 71 870 71;;;;;;;5031702
503180001;ECOLE COMMUNAUTAIRE AMBOHIDAVA;034 51 976 00;rasoazanajaymarianne@gmail.com;;;;;;5031806
503180002;ECOLE COMMUNAUTAIRE AMPARINDRAVAHA;034 78 112 00;;;;;;;5031812
503180004;EPP AMBAIBOA-GARA;034 52 831 69;;;;;;;5031801
503180005;EPP AMBALAVATO;034 25 251 58;;;;;;;5031802
503180006;EPP AMBOHIBARY;;;;;;;;5031809
503180007;EPP AMBOHIDEHILAHY;;;;;;;;5031804
503180008;EPP AMBONGABE;;;;;;;;5031805
503180009;EPP ANDILANOMBY;034 01 520 17;;;;;;;5031806
503180010;EPP ANJIROBAKA;034 98 216 68;;;;;;;5031807
503180011;EPP ANTANIMENA;034 19 330 37;;;;;;;5031808
503180012;EPP MANAKAMBAHINY OUEST;034 16 479 58;;;;;;;5031810
503180013;EPP MANARATSANDRY;034 63 037 25;;;;;;;5031811
503180014;EPP MIARAMANJAKA;034 64 467 81;;;;;;;5031812
503180015;EPP TANAMBAO;034 40 583 89;;;;;;;5031813
503180016;EPP VOHIDIALA;;;;;;;;5031814
503180017;EPP VOHITRAIVO;034 97 950 45;;;;;;;5031813
503180019;ECOLE COMMUNAUTAIRE AMBALATANY;034 21 718 57;;;;;;;5031804
503180020;EPP AMBODIVOARA;034 10 952 23;;;;;;;5031803
503180021;ECOLE COMMUNAUTAIRE AMPONGAMANENO;034 21 686 28;;;;;;;5031814
503180022;ECOLE COMMUNAUTAIRE ANTSONJOBE;034 43 938 01;;;;;;;5031802
503190002;ECOLE COMMUNAUTAIRE AMBATOAFO;;;;;;;;5031905
503190003;EPP AMPASIKELY-VOHITSOA;034 19 856 21;;;;;;;5031905
503190004;EPP ANALAROA;034 84 961 20;;;;;;;5031904
503190005;ECOLE COMMUNAUTAIRE ANTANANARIVOKELY;034 26 018 49;;;;;;;5031903
503190006;EPP MAHATSARA;034 53 670 95;;;;;;;5031902
503190007;EPP MANGARIVOTRA;;;;;;;;5031905
503190008;EPP SAHAFOY;034 97 978 73;;;;;;;5031903
503190009;EPP TSARASAOTRA;034 47 650 38;;;;;;;5031905
503190010;EPP AMBATOBE;034 93 045 34;;;;;;;5031901
503190011;EPP AMBATOFOTSY;;;;;;;;5031902
503190012;EPP ANALAKANTO;034 64 344 13;;;;;;;5031904
503190013;EPP ANALAKATRANA;;;;;;;;5031904
503190014;EPP ANALAMANITRA;034 97 777 06;;;;;;;5031901
503190015;EPP ANTANIMASAKA;034 59 209 08;;;;;;;5031905
503190016;EPP SOALAZAINA;;;;;;;;5031904
503190017;EPP TSARAHASINA AROSANA;034 11 799 23;;;;;;;5031903
503190018;EPP VOHITSOA;034 80 190 78;;;;;;;5031905
503190019;ECOLE COMMUNAUTAIRE SOANAFINDRA;034 66 167 58;;;;;;;5031902
503190020;EPP AMBOHIMIARINA;034 21 766 84;;;;;;;5031905
503190021;ECOLE COMMUNAUTAIRE TANAMBAOVAO FIADANANA;034 81 778 05;;;;;;;5031904
503200002;ECOLE COMMUNAUTAIRE AMBAKILOHA;034 42 671 28;;;;;;;5032004
503200003;EPP AMBOHIMANARINA;034 77 829 97;;;;;;;5032004
503200004;EPP AMBOHINIERENANA;;;;;;;;5032004
503200005;EPP AMPARIBOLANA;034 11 826 67;;;;;;;5032003
503200006;EPP ANALAMBALOTRA;034 60 827 53;;;;;;;5032001
503200007;EPP AMBOHITRARIVO ANDRANOBE;034 45 346 23;;;;;;;5032004
503200008;EPP ANOSIBE ANORANA;;;;;;;;5032004
503200009;EPP ANOSINDRAFILO;034 78 071 87;;;;;;;5032004
503200010;EPP FARAVOHITRA;034 09 757 45;;;;;;;5032003
503200011;ECOLE COMMUNAUTAIRE MORAFENO;034 97 751 98;;;;;;;5032001
503200012;ECOLE COMMUNAUTAIRE SOAFIANATRA;034 19 131 26;;;;;;;5032001
503200013;EPP TANAMBAO ANDRIAMBE;034 08 263 81;;;;;;;5032001
503200014;EPP AMBATOLAMPY;034 97 412 71;;;;;;;5032003
503200015;EPP AMPASIKELY;034 10 141 93;;;;;;;5032002
503200016;EPP ANALAMIRANA;034 51 926 81;;;;;;;5032001
503200017;EPP ANDILAMENAKELY;034 90 292 52;;;;;;;5032004
503200018;EPP ANJIRO;034 95 438 76;;;;;;;5032002
503200019;EPP MANDANIVATSY;;;;;;;;5032003
503200020;EPP TANAMBAO BESAKAY;034 89 901 33;;;;;;;5032004
503200022;ECOLE COMMUNAUTAIRE MADITRAMALONA;034 52 138 49;;;;;;;5032004
503200023;EPP MERIMANDROSO;034 39 079 17;;;;;;;5032004
503200024;ECOLE COMMUNAUTAIRE ANDRABELONDONA;034 93 047 47;;;;;;;5032003
503200026;ECOLE COMMUNAUTAIRE MORARANO;034 19 008 99;;;;;;;5032004
503200028;ECOLE COMMUNAUTAIRE FIADANANA MAHATSINJO;034 77 824 44;;;;;;;5032001
503200030;ECOLE COMMUNAUTAIRE BEVONDRONA;034 84 241 64;;;;;;;5032003
503200031;ECOLE COMMUNAUTAIRE AMPANY;034 15 661 48;;;;;;;5032003
503210001;ECOLE COMMUNAUTAIRE AMBATOSOKAY;034 41 404 75;;;;;;;5032103
503010005;CEG AMBANDRIKA;034 48 124 17;;;;;;;5030101
503020016;CEG RAZAKA;034 06 030 66;;;;;;;5030207
503020018;CEG ANOSINDRAFILO;034 90 235 74;michaelis.ramialison@gmail.com;;;;;;5030206
503030002;CEG ANDINGADINGANA;034 74 690 10;njakafev@gmail.com;;;;;;5030306
503040001;CEG AMBATOSORATRA;034 74 070 89;;;;;;;5030401
503040017;CEG AMBOHIDAVA;034 39 085 89;;;;;;;5032203
503050001;CEG AMBOHITSILAOZANA;034 61 407 41;;;;;;;5030505
503050015;CEG TANAMBAO JIAPASIKA;034 51 466 91;rakotoarisoaandriamanana@gmail.com;;;;;;5030509
503060013;CEG AMPARIHINTSOKATRA;034 60 059 03;;;;;;;5030603
503070001;CEG AMPITATSIMO;034 97 906 04;;;;;;;5030707
503070012;CEG AMBOHIBOROMANGA;034 59 331 68;;;;;;;5032101
503070014;CEG ANTANIMENA;034 50 785 77;;;;;;;5031808
503070015;CEG AMBOHITANIBE;034 19 512 10;;;;;;;5030703
503080025;CEG ANDRANOKOBAKA;034 50 452 02;;;;;;;5030807
503080026;CEG ANNEXE SAHANIDINGANA;034 96 919 50;;;;;;;5030814
503080027;CEG COMMUNAUTAIRE AMBODINONOKA;034 19 623 42;pierrerahajasona@gmail.com;;;;;;5030802
503080031;CEG COMMUNAUTAIRE MANGATANY;034 64 203 85;;;;;;;5030812
503080036;CEG COMMUNAUTAIRE RANOFOTSY;;;;;;;;5030813
503080038;CEG ANDILANATOBY;034 03 591 73;;;;;;;5030806
503090005;CEG ANDROMBA;034 98 494 25;;;;;;;5030904
503100020;CEG ANTANANDAVA;034 87 011 61;;;;;;;5031004
503110004;CEG ANTSANGASANGA;034 87 474 85;;;;;;;5031102
503120001;CEG BEJOFO;034 16 571 75;;;;;;;5031204
503120014;CEG AMBODIAVIAVY;034 97 950 42;;;;;;;5031201
503120016;CEG TSINJOARIVO;034 86 858 10;;;;;;;5031207
503130001;CEG DIDY;033 13 783 68;;;;;;;5031303
503130045;CEG AMBOHIBE DIDY;033 09 430 33;;;;;;;5031308
503130046;CEG VANDROZANA;034 71 189 48;cegvandraozana@gmail.com;;;;;;5031301
503130052;CEG SAHABEVARY;033 45 061 11;;;;;;;5031304
503130064;CEG MANAKAMBAHINY KELY;034 94 474 51;;;;;;;5031310
503130065;CEG AMBODIVOLOSY;034 60 237 65;randrianitahianaalfred@gmail.com;;;;;;5031302
503140001;CEG FERAMANGA NORD;034 38 215 62;;;;;;;5031409
503140014;CEG MANGALAZA;034 68 711 45;;;;;;;5031410
503150001;CEG ILAFY;034 89 328 97;;;;;;;5031506
503150016;CEG FERAMANGA SUD;034 65 497 00;;;;;;;5032104
503150017;CEG ANTANANDAVA;034 66 214 17;;;;;;;5031504
503150018;CEG MARIANINA;034 63 349 26;;;;;;;5032105
503150020;CEG MANJAKATSIAHOATRA;034 12 051 84;;;;;;;5031509
503160001;CEG IMERIMANDROSO;034 93 903 92;;;;;;;5031609
503170017;CEG MANAKAMBAHINY EST;034 51 861 45;;;;;;;5031706
503170018;CEG ANTOKAZO;034 28 265 79;;;;;;;5031705
503170020;CEG SAHAMALAZA;034 40 501 47;;;;;;;5031707
503180018;CEG MANAKAMBAHINY OUEST;034 83 345 17;;;;;;;5031810
503180023;CEG AMBOHIDEHILAHY;034 06 351 29;;;;;;;5031804
503190001;CEG SOALAZAINA;;;;;;;;5031904
503200001;CEG TANAMBAO BESAKAY;034 19 086 96;;;;;;;5032004
503200021;CEG ANJIRO;034 09 444 45;;;;;;;5032002
503200025;CEG COMMUNAUTAIRE MANDANIVATSY;034 61 883 92;;;;;;;5032003
503200032;CEG COMMUNAUTAIRE ANALAMIRANA;034 28 865 73;;;;;;;5032001
503010009;LYCEE AMBANDRIKA;034 18 161 70;lyceambandrika@gamil.com;;;;;;5030101
503020017;LYCEE RANOHAVIMANANA NORBERT AMBATONDRAZAKA;034 99 163 50;lyceeambatondrazaka@gmail.com;;;;;;5030207
503040019;LYCEE RARIVOSON DANIEL AMBATOSORATRA;034 74 070 89;roland.randriamampionona@gmail.com;;;;;;5030401
503070018;LYCEE AMPITATSIMO;034 79 553 38;lyceemamorysoa@gmail.com;;;;;;5030707
503080001;LYCEE ANDILANATOBY;034 03 107 84;rabeantoandrochristian@gmail.com;;;;;;5030806
503120015;LYCEE BEJOFO;034 12 733 64;lyceebejofo@gmail.com;;;;;;5031204
503130047;LYCEE DIDY;033 32 905 02;lycee.didi@gmail.com;;;;;;5031303
503160011;LYCEE IMERIMANDROSO;034 16 868 54;olivier.nantenaina@gmail.com;;;;;;5031609
503180024;LYCEE MANAKAMBAHINY OUEST;034 08 764 68;lyceemanakouest@gmail.com;;;;;;5031810
504101001;ECOLE PRIVEE MIARANTSOA;034 91 657 53;;RANDRIANJANAHARY HAJANIRINA NICOLAS;RANDRIANANTENAINA HAJANIRINA NICOLAS;8;DN/ELM;;5041006
504011003;ECOLE PRIVEE PAPOOSE;034 41 371 46;;;RANDRIANJAKAMANANA ROGER;8;DN/ELM;;5040103
504011004;CAP IMMACULEE CONCEPTION;034 98 936 56;;RAZAFIMALALA MARIE JACQUELINE;RAZAFIMALALA MARIE JACQUELINE;11;NON AFFILIÉ;;5040102
504011007;ECOLE PRIVEE ARC EN CIEL ANTANAMBAO AMPARAMANINA;034 63 929 40;;RAKOTONOMENJANAHARY  SIMON PETERA;RAKOTONOMENJANAHARY SIMON PETERA;11;NON AFFILIÉ;;5040102
504011009;LYCEE PRIVE FJKM FANANTENANA;034 91 203 44;;FJKM KRISTY FANANTENANA;RASATA NIRINARIVELO JACQUELINE ;2;DN/FJKM;;5040101
504011011;ECOLE NOTRE DAME DU ROSAIRE;034 44 029 91;Irinahlalasoa@gmail.com;MASERA ZANAKAVAVIN'NY EGLIZY;Sœur RALALASOA BRIGITTE;1;DINEC;;5040102
504021002;ECOLE PRIVEE SILOAMA;034 87 248 17;;RAMAROTANY DAVID;RAMAROTANY DAVID;11;NON AFFILIÉ;;5040203
504030401;ECOLE PRIVEE NOTRE DAME DU MONT CARMEL;034 90 948 44;;ECAR SŒUR NOTRE DAME DU MONT CARMEL;SŒUR RAMANANTENASOA HONORINE ;1;DINEC;;5040304
504031002;COLLEGE PRIVE LE BOUTON D'OR;034 15 295 31;;RAVELOARIVONY NIRINA;RAVELOARIVONY NIRINA;7;DN/EPM;;5040304
504031007;ECOLE PRIVEE RAINISOALAMBO;034 15 962 41;;FFSM;NOMENA TENDRISOA HARILANTO;6;FFSM;;5040315
504031010;INSTITUTION MAMY ANGELE;034 40 421 44;randriamiangomamy63@gmail.com;RANDRIAMIAINGO MAMY NJAKAMALALA;RANDRIAMIAINGO MAMY NJAKAMALALA;11;NON AFFILIÉ;;5040304
504041001;ECOLE PRIVEE LE MOULIN;034 99 031 11;;RAKOTO EMILE HARIJAONA;RANDRIANANDRASANA JOSEPH;8;DN/ELM;;5040403
504041003;ECOLE PRIVEE METM AMBOHITRARIVO;034 12 461 80;;FIANGONANA MISIONA EVANJELIKA TERATANY ETO MADAGASIKARA;RAHARIMALALA CLARISSE TOLOJANAHARY;11;NON AFFILIÉ;;5040403
504041004;ECOLE PRIVEE LA PEPINIERE III;034 09 628 32;;RAZAKAHARISOA VOAHANGY LALAO;RAZAKAHARISOA VOAHANGY LALAO;11;NON AFFILIÉ;;5040404
504041005;COLLEGE PRIVE LA VICTOIRE;034 08 169 54;;RANDRIANANDRASANA Jean Fidèle;RAHARIMALALA Mariette;7;DN/EPM;;5040403
504041007;ECOLE CATHOLIQUE SAINT ANTOINE DE PADOUE AMBOHITRARIVO;034 46 115 98;;EGLISE CATHOLIQUE ROMANE (ECAR);RAVAOARISOA MARIE JULIENNE;1;DINEC;;5040403
504041008;ECOLE PRIVEE L'ESPOIR ANJIROBAKA;034 13 791 24;;RANDRIANJAKA JACQUIS;RANDRIANJAKA JACQUIS;11;NON AFFILIÉ;;5040402
504041009;COEUR PREMIER ACTIF (CPA);034 01 792 92;;ANDRIAMAHANDRY MAHAFALY NANTENAINA;RAKOTOZAFY BRUNO CONSTANT;11;NON AFFILIÉ;;5040403
504041010;ECOLE PRIVEE SANTATRA;034 73 654 30;;FANJASOA BERNADETTE;RANDRIAMAROMANANA MAHASOLOSOA PHILGENCE;11;NON AFFILIÉ;;5040406
504041012;COLLEGE PRIVE LA GRACE;034 81 310 49;;RAVELOJOASY MALALA FERDINAND;RAVELOJOASY MALALA FERDINAND;11;NON AFFILIÉ;;5040402
504051001;ECOLE PRIVEE FANANTENANA MORARANO AVARATRA;034 65 129 39;;FJKM SMYRNA MORARANO AVARATRA;RAMAMISOA ROSELINE;2;DN/FJKM;;5040518
504051002;COLLEGE PRIVE EXPRESSION FRANCAISE;034 67 301 54;;RAMANANTSOA EDENA BAOLALA;RAMANANTSOA EDENA BAOLALA;8;DN/ELM;;5040509
